0.1, 36.0, 35.95194625854492, 0.048053741455078125 
-0.1, -36.0, -36.12429428100586, 0.12429428100585938 
0.2, 36.0, 35.7451286315918, 0.2548713684082031 
-0.2, -36.0, -36.675804138183594, 0.6758041381835938 
0.3, 36.0, 36.400047302246094, 0.40004730224609375 
-0.3, -36.0, -35.84853744506836, 0.15146255493164062 
0.4, 36.0, 36.46898651123047, 0.46898651123046875 
-0.4, -36.0, -35.84853744506836, 0.15146255493164062 
0.5, 36.0, 36.26217269897461, 0.2621726989746094 
-0.5, -36.0, -36.12429428100586, 0.12429428100585938 
0.6, 36.0, 37.84776306152344, 1.8477630615234375 
-0.6, -36.0, -36.917091369628906, 0.9170913696289062 
0.7, 36.0, 38.020111083984375, 2.020111083984375 
-0.7, -36.0, -36.98603057861328, 0.9860305786132812 
0.8, 36.0, 38.157989501953125, 2.157989501953125 
-0.8, -36.0, -36.951560974121094, 0.9515609741210938 
0.9, 36.0, 37.261783599853516, 1.2617835998535156 
-0.9, -36.0, -38.46821212768555, 2.468212127685547 
1.0, 36.0, 37.675418853759766, 1.6754188537597656 
-1.0, -36.0, -37.36519241333008, 1.3651924133300781 
